FECHA_PROCESO	CUENTA_CONTABLE	COD_1	COD_2	COD_4	COD_6	COD_8	COD_11	NOM_CUENTA	FECHA_COMPROBANTE	NUMERO_COMPROBANTE	TIPO_COMPROBANTE	NOMBRE_COMPROBANTE	DEBITO	CREDITO	NIT_TERCERO	NOMBRE_COMUN	TIPO_PERSONA	DESCRIPCION	USUARIO	CODIGO_PRODUCTO
30/09/20	11150504001	1	11	1115	111505	11150504	11150504001	BANCOLOMBIA	30/09/20	113	3	NOTAS CONTABLES	0,6	0	0			 ABONO INTERESES AHORROS	JCLAVIJO	1
30/09/20	41030501001	4	41	4103	410305	41030501	41030501001	DEPOSITOS A LA VISTA	30/09/20	113	3	NOTAS CONTABLES	0	0,6	80240	FG-447 FIDEICOMISO GARANTÍA ALTOS DEL TIO CONEJO	JURIDICA	 ABONO INTERESES AHORROS	JCLAVIJO	1
30/09/20	39150001001	3	39	3915	391500	39150001	39150001001	GANANCIA DEL EJERCICIO	30/09/20	26	18	CIERRES	0	271,73	805012921	PATRIMONIOS AUTONOMOS ACCIÓN FIDUCIARIA	JURIDICA	UTILIDAD O PERDIDAD	SYSTRX	1
30/09/20	59050001001	5	59	5905	590500	59050001	59050001001	GANANCIAS Y PÉRDIDAS	30/09/20	26	18	CIERRES	271,73	0	805012921	PATRIMONIOS AUTONOMOS ACCIÓN FIDUCIARIA	JURIDICA	UTILIDAD O PERDIDAD	SYSTRX	1
22/10/20	51080501001	5	51	5108	510805	51080501	51080501001	POR DISMINUCION DEL VALOR RAZONABLE	22/10/20	79	1	INGRESOS	20,74	0	80240	FG-447 FIDEICOMISO GARANTÍA ALTOS DEL TIO CONEJO	JURIDICA	RENDIMIENTOS NEGATIVOS	YRAIGOSA	1
22/10/20	13020501001	1	13	1302	130205	13020501	13020501001	FONDO COMUN ORDINARIO 1	22/10/20	79	1	INGRESOS	0	20,74	80240	FG-447 FIDEICOMISO GARANTÍA ALTOS DEL TIO CONEJO	JURIDICA	RENDIMIENTOS NEGATIVOS	YRAIGOSA	1
22/10/20	41080501001	4	41	4108	410805	41080501	41080501001	POR INCREMENTO EN EL VALOR DE MERCADO	22/10/20	80	1	INGRESOS	0	114,76	80240	FG-447 FIDEICOMISO GARANTÍA ALTOS DEL TIO CONEJO	JURIDICA	RENDIMEINTOS DEL FCO POSITIVOS	YRAIGOSA	1
22/10/20	13020501001	1	13	1302	130205	13020501	13020501001	FONDO COMUN ORDINARIO 1	22/10/20	80	1	INGRESOS	114,76	0	80240	FG-447 FIDEICOMISO GARANTÍA ALTOS DEL TIO CONEJO	JURIDICA	RENDIMEINTOS DEL FCO POSITIVOS	YRAIGOSA	1
29/10/20	51080501001	5	51	5108	510805	51080501	51080501001	POR DISMINUCION DEL VALOR RAZONABLE	29/10/20	81	1	INGRESOS	21,96	0	80240	FG-447 FIDEICOMISO GARANTÍA ALTOS DEL TIO CONEJO	JURIDICA	RENDIMIENTOS NEGATIVOS	YRAIGOSA	1
29/10/20	13020501001	1	13	1302	130205	13020501	13020501001	FONDO COMUN ORDINARIO 1	29/10/20	81	1	INGRESOS	0	21,96	80240	FG-447 FIDEICOMISO GARANTÍA ALTOS DEL TIO CONEJO	JURIDICA	RENDIMIENTOS NEGATIVOS	YRAIGOSA	1
29/10/20	41080501001	4	41	4108	410805	41080501	41080501001	POR INCREMENTO EN EL VALOR DE MERCADO	29/10/20	82	1	INGRESOS	0	18,27	80240	FG-447 FIDEICOMISO GARANTÍA ALTOS DEL TIO CONEJO	JURIDICA	RENDIMEINTOS DEL FCO POSITIVOS	YRAIGOSA	1
29/10/20	13020501001	1	13	1302	130205	13020501	13020501001	FONDO COMUN ORDINARIO 1	29/10/20	82	1	INGRESOS	18,27	0	80240	FG-447 FIDEICOMISO GARANTÍA ALTOS DEL TIO CONEJO	JURIDICA	RENDIMEINTOS DEL FCO POSITIVOS	YRAIGOSA	1
31/10/20	41080501001	4	41	4108	410805	41080501	41080501001	POR INCREMENTO EN EL VALOR DE MERCADO	31/10/20	83	1	INGRESOS	0	11,68	80240	FG-447 FIDEICOMISO GARANTÍA ALTOS DEL TIO CONEJO	JURIDICA	RENDIMEINTOS DEL FCO POSITIVOS	YRAIGOSA	1
31/10/20	13020501001	1	13	1302	130205	13020501	13020501001	FONDO COMUN ORDINARIO 1	31/10/20	83	1	INGRESOS	11,68	0	80240	FG-447 FIDEICOMISO GARANTÍA ALTOS DEL TIO CONEJO	JURIDICA	RENDIMEINTOS DEL FCO POSITIVOS	YRAIGOSA	1
